,Detector,Explainer,Documents Phases 1+3,Documents Phases 2+4,f(a),f(b),GT a,GT b,idx a,idx b,Spacy Similarity,Jaccard Similarity,Cosine Similarity tfidf,hash a,hash b
18,DetectorRadford,Anchor_Explainer,"I've heard of handyman type people making a living this way untaxed.  They move into a fixer-upper, fix it up while living there, stay over two years and sell.  They can pocket $125k/yr tax free this way assuming they produce that much value in their fixing-up.  (Beware, though, that this will bite you in low social security payments in retirement!)","Both are saying essentially the same thing.  The Forbes articles says ""as much as 20% [...] up to a maximum of $50,000"".  This means the same as what the IRS page when it says the lesser of a percentage of your income or a total of $53,000.  In other words, the $53k is a cap: you can contribute a percentage of your earnings, but you can never contribute more than $53k, even if you make so much money that 20% of your earnings would be more than that. (The difference between 20% and 25% in the two sources appears to reflect a difference in contribution limits depending on whether you are making contributions for employees, or for yourself as a self-employed individual; see Publication 560.  The difference between $50k and $53k is due to the two pages being written in different years; the limits increase each year.)",1,1,True,True,0,52,0.8874951075616169,0.13513513513513514,0.0909054275804122,6a66e7a115420485acd54c0cb9e5dc4e9e508b29af4b544aee8ec3f9adfaf7ac_Anchor_Explainer_DetectorRadford,714b04dd8923e09ea3f370b93660441d792104140d13d38c697abcbe465d0e10_Anchor_Explainer_DetectorRadford
19,DetectorRadford,Anchor_Explainer,"Thanks for your question on Health Care Magic. I can understand your concern. Constant coughing is commonly seen in bronchitis and pneumonia. So better first rule out pneumonia. So get done chest x ray. If chest x ray is normal then no need to worry for pneumonia. Possibility of bronchitis is more in her case. And bronchitis needs Inhaled bronchodilators and inhaled corticosteroid (ICS). Duavent is having perfect combination of inhaled bronchodilators and ICS. So no harm in giving Duavent. And yes, temperature of 37.3 is normal. No need to worry for this. Hope I have solved your query. I will be happy to help you further. Wishing good health to your daughter. Thanks.","Thanks for your question on Health Care Magic. I can understand your concern. Usually veins are not appeared on breast tissue. But sometimes dilated, green coloured veins running on breast skin are seen in1. Viral skin infection of breast. 2. Breast tissue infection 3. Breast mass either benign or malignant. So better to consult doctor and get done clinical examination of breast, mammography, sonography of breast to rule out major breast diseases. If all these are normal then no need to worry much. Apply warm water pad on affected areas, you will be alright. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.",1,1,True,True,63,228,0.9584914268427907,0.34146341463414637,0.1918810964802487,477d8f805d1a6f0f573a60d6dee3dc0aad68fc4eb7ca59ced04cb6aa7cf261ac_Anchor_Explainer_DetectorRadford,5fc9975e05b6dfc33272bb4cdd836cc0824aa113aaa397bd09d0fb74cce31168_Anchor_Explainer_DetectorRadford
20,DetectorRadford,Anchor_Explainer,"In logic, mathematics and linguistics, And (



∧


{\displaystyle \wedge }

) is the truth-functional operator of logical conjunction; the and of a set of operands is true if and only if all of its operands are true. The logical connective that represents this operator is typically written as 



∧


{\displaystyle \wedge }

 or  ⋅ .




A
∧
B


{\displaystyle A\land B}

 is true if and only if 



A


{\displaystyle A}

 is true and 



B


{\displaystyle B}

 is true, otherwise it is false.
An operand of a conjunction is a conjunct.
Beyond logic, the term ""conjunction"" also refers to similar concepts in other fields:","A computer scientist is a person who is trained in the academic study of computer science.
Computer scientists typically work on the theoretical side of computation, as opposed to the hardware side on which computer engineers mainly focus (although there is overlap). Although computer scientists can also focus their work and research on specific areas (such as algorithm and data structure development and design, software engineering, information theory, database theory, computational complexity theory, numerical analysis, programming language theory, computer graphics, and computer vision), their foundation is the theoretical study of computing from which these other fields derive.
A primary goal of computer scientists is to develop or validate models, often mathematical, to describe the properties of computational systems (processors, programs, computers interacting with people, computers interacting with other computers, etc.) with an overall objective of discovering designs that yield useful benefits (faster, smaller, cheaper, more precise, etc.).",1,1,True,True,292,151,0.868203768638849,0.1282051282051282,0.05524623578877558,e116470db16aa791b7a7a11835cd9cf6e6335d3c33458397b0b86c6486359b12_Anchor_Explainer_DetectorRadford,48b3882e967ad4c711328e7fb10dbbb034283b1e003f7bbe7822d5808c64467d_Anchor_Explainer_DetectorRadford
21,DetectorRadford,Anchor_Explainer,"It is difficult to accurately diagnose a medical condition without examining a patient in person and obtaining a full medical history. However, there are a few possible explanations for the symptoms you have described.

One possibility is endometriosis, a condition in which tissue similar to the lining of the uterus (called the endometrium) grows outside the uterus, causing pain and sometimes fertility problems. Other possibilities could include ovarian cysts, uterine fibroids, or pelvic inflammatory disease (PID).

It is important to see a healthcare provider for a proper evaluation and diagnosis. They can perform a physical examination, order appropriate tests, and discuss treatment options with you. In the meantime, it may be helpful to keep a symptom diary to help you and your healthcare provider track the pattern and severity of your symptoms.","It is possible that the pain and other symptoms you are experiencing could be related to anxiety. Stress and anxiety can cause physical symptoms such as chest pain, rapid heartbeat, and muscle tension. However, it is also important to consider the possibility that these symptoms could be caused by other factors, such as an underlying health condition. It is always a good idea to have any new or unusual symptoms checked out by a healthcare professional to determine the cause and ensure that you receive proper treatment. If you are concerned about your symptoms, I would recommend speaking with a healthcare provider for a proper evaluation. They can help determine the cause of your symptoms and recommend appropriate treatment.",0,0,False,False,80,296,0.9614546023752516,0.2553191489361702,0.31259035092174986,2b591b40c2ea9a0aefe618acd99c2b499c7eb759592aaac6707fc9039bfedf07_Anchor_Explainer_DetectorRadford,b3ec68c74de53fc0c6fe8729beb8ae1840ff888e169d559297ce3addd5b59a7e_Anchor_Explainer_DetectorRadford
22,DetectorRadford,Anchor_Explainer,"Waldenstrom's macroglobulinemia is a type of lymphoma, a cancer of the immune system. It is characterized by the production of abnormal amounts of a protein called IgM (immunoglobulin M) in the blood. This can lead to a range of symptoms, including weakness, fatigue, and body aches.

It is possible that the body aches and other symptoms you are experiencing could be related to your Waldenstrom's macroglobulinemia. It is important to discuss any symptoms you are experiencing with your oncologist, as they may be able to suggest treatment options or referrals to other specialists who can help manage your symptoms.

It is also important to follow your treatment plan and attend regular check-ups with your oncologist to monitor the progression of your disease and to make any necessary adjustments to your treatment plan.","It is not uncommon for pain to increase after a cortisone injection. This can occur for a variety of reasons. For example, the injection may cause inflammation at the injection site, which can lead to increased pain. Additionally, the injection may temporarily increase blood flow to the area, which can cause swelling and discomfort. It is also possible that the pain is unrelated to the cortisone injection and is simply a coincidence.

If you are experiencing increased pain or difficulty breathing after the cortisone injection, it is important to contact your doctor. They can assess your symptoms and determine the cause of the pain. They may recommend medications or other treatments to help manage the pain. It is also important to follow your doctor's instructions for post-injection care, such as avoiding strenuous activity or applying ice to the injection site.",0,0,False,False,132,255,0.9833308166968809,0.24060150375939848,0.161283767587918,4f3d9b0506f8558d1e36d0c1dfa7ad6b17e57a1eff8400979e89e4c31ad646b1_Anchor_Explainer_DetectorRadford,60707fbb129a62fd3e3a762cb9a9c8d57a8781c4d65dda94e0bd84ae4b54910c_Anchor_Explainer_DetectorRadford
23,DetectorRadford,Anchor_Explainer,"It is not advisable to ignore tax obligations and start a new business to avoid paying taxes. This could be considered tax evasion, which is a serious offense that can result in criminal charges and significant penalties.Instead, you should try to come to a resolution with the tax authorities to pay the taxes that your company owes. You may be able to negotiate a payment plan or an offer in compromise to resolve the tax debt. Ignoring the problem is likely to make it worse, and could lead to legal action being taken against your company.It is important to seek the advice of a qualified tax professional to help you understand your options and determine the best course of action for your specific situation. They can help you negotiate with the tax authorities and find a solution that works for you and your business.","It is important to note that alternative medicine, such as homeopathy and ayurveda, should not be used as a replacement for conventional medical treatment for esophagus disorders. It is important to consult with a medical professional and follow their recommended treatment plan.

That being said, some people with esophagus disorders may find relief from symptoms with the use of alternative medicine in addition to conventional treatment. If you are interested in exploring the use of alternative medicine, it is important to discuss this with your doctor and make sure that it is safe and appropriate for your specific condition.

It is also important to note that the effectiveness of alternative medicine for esophagus disorders has not been widely studied and there is limited scientific evidence to support its use. Therefore, it is important to be cautious and to carefully consider the potential risks and benefits before trying any alternative treatments.",0,0,False,False,281,283,0.9510900325779242,0.17763157894736842,0.15331008998798132,8307ed3a452a1150d1768381ecba695ab7a0a857fdf66ce7b70795da408d1627_Anchor_Explainer_DetectorRadford,84534927d51051602ae5f88b2ae19eb988ea070fa35837ba68b9b85abef414e0_Anchor_Explainer_DetectorRadford
24,DetectorRadford,LIME_Explainer,"It's possible that the pain in your back is related to your bronchitis, although without more information it's difficult to say for sure. It's possible that the inflammation caused by the bronchitis is causing pain in the skin on your back. Alternatively, the pain could be due to a muscle strain or other unrelated issue.

To help relieve the pain, you could try taking over-the-counter pain medication, such as acetaminophen (Tylenol) or ibuprofen (Advil). Applying a warm compress to the affected area may also help. If the pain persists or becomes severe, you should consult your healthcare provider for further evaluation and treatment.

It's also important to continue taking your antibiotics as prescribed and to follow any other recommendations from your healthcare provider to help speed your recovery from bronchitis.","If a trendline or pattern breaks due to some bad news but then returns back, it could be an opportunity to buy if you believe the bad news was temporary and the trend or pattern will continue. However, it's important to carefully consider the situation and do your own analysis before making any investment decisions. It's also a good idea to diversify your portfolio and not to put too much of your investment capital into any one asset.",1,1,False,False,74,248,0.9421107207702323,0.16030534351145037,0.17732777062827604,344f46edfe91a144674da8ef3262a58698950066cae54834b61469a801f583b1_LIME_Explainer_DetectorRadford,436c7e65081fa1a6597579ee32d8b6a0d7f88f1a3d8af0db3a3ea96dfab10035_LIME_Explainer_DetectorRadford
25,DetectorRadford,LIME_Explainer,"It doesn't generally matter, and I'm not sure if it is in fact in use by the IRS other than for general statistics (like ""this year 20% of MFJ returns were with one spouse being a 'homemaker'""). They may be able to try and match the occupation and the general levels and types of income, but for self-employed there's a more precise and reliable field on Schedule C and for employees they don't really need to do this since everything is reported on W2 anyway. So I don't think they even bother or give a lot of value to such a metric. So yes, I'm joining the non-authoritative ""doesn't matter"" crowd.","Hello, Thanks for your query.This can occur due to constipation and the white thing could have a protective mucus coating. The contraction of the large bowel to expel this can give you the pain. There can be an internal problem like an ulcer or a mass contributing to this. If you continue to get the same problems, it will be better to consult an Gastro and for further investigations like colonoscopy to rule out an internal problem.I do hope that you have found something helpful and I will be glad to answer any further query.Take care",1,1,True,True,40,163,0.9288793517016144,0.10810810810810811,0.10830841073586557,5ae5387b74d5d39364702c87dfff6d52121b249c4e7e6b28e9d3684e67481016_LIME_Explainer_DetectorRadford,797c3e2456febfd1031497754c2da79b9b0cb00f770118509209354664a94d17_LIME_Explainer_DetectorRadford
26,DetectorRadford,LIME_Explainer,"TL;DR: The date they were granted.  (Usually, this follows both an offer and acceptance.) It's not uncommon for a new vesting clock to start when there's a new round of funding coming in, because the investors want to make sure the key people are going to be engaged and incentivized going forward from that point.  They don't lower their expectations for how long they want folks engaged based on the person having started earlier.  Non-institutional investors may have the same concerns as institutional investors here and use the same vesting strategy to address them. Primary recognition of the benefits from having had people start earlier or be there longer (so long as it correlates with having gotten more done) is embedded in the valuation (which affects how much founders' shares are diluted in the raise).","It is possible for cysts to develop in the liver, and the presence of multiple cysts in both lobes of the liver could be a serious condition depending on the size and number of the cysts, as well as any symptoms that may be present. Some common causes of liver cysts include congenital abnormalities (present at birth), infection, and trauma. However, it is important to note that not all liver cysts require treatment, and in some cases they may be benign (non-cancerous) and cause no symptoms.

It is important to speak with a healthcare professional about the specific details of your CT scan and any symptoms you may be experiencing. They will be able to provide you with more information about the nature and potential treatment of your liver cysts.",1,1,True,False,71,227,0.9632885174282868,0.15757575757575756,0.09577672865835724,da9b052c0d269c574dcea123c6cb2f9fd6c299427e64b2f1d8353d0574fc9445_LIME_Explainer_DetectorRadford,9eac8625f1ce76e3ab8a5f3aac8669a179e0abf5fff35cc822f89c3b4e431ae4_LIME_Explainer_DetectorRadford
27,DetectorRadford,LIME_Explainer,"The price of fuel in Australia, like in any other country, is determined by a variety of factors, including the cost of production, transportation, and distribution, as well as market demand and supply. Additionally, taxes and other government policies can also impact the price of fuel. It is difficult to say whether the current price of fuel in Australia is too high or not without more information about the specific market conditions and factors that are influencing it.","I'm not familiar with the term ""cake and underwear"" stocks. It's possible that this is a slang term used by some investors to refer to stocks that are considered to be essential or basic necessities, similar to how cake and underwear are essential items that people need on a regular basis. However, without more context it is difficult to say for certain what this term refers to. It's possible that it could be used to describe a variety of different types of stocks, depending on how it is being used.",0,0,False,False,47,125,0.8862626405374056,0.20202020202020202,0.1041827556241561,a7b3bdfabc7637684099747710ffcb3511ba513b324be215e8a17e7118f4ce2d_LIME_Explainer_DetectorRadford,3d19b3cac118bd0523a41e321108d01137a1f51436fde8b74c38a3690497b146_LIME_Explainer_DetectorRadford
28,DetectorRadford,LIME_Explainer,"Investing in stocks can be a good idea if you are able to accept the risks that come with it. Stocks can offer the potential for high returns, but they can also fluctuate in value, and you could lose money. Before you invest in stocks, it's important to do your research and understand the basics of the stock market. It's also important to have a long-term perspective and a diversified portfolio, which means investing in a variety of different stocks and asset classes rather than putting all of your money into one type of investment. It's also a good idea to consult with a financial advisor or professional before making any investment decisions.","Share owner services, also known as shareholder services or stock transfer services, are a set of administrative services that are provided to shareholders of a company. These services typically include managing the transfer of ownership of shares, processing dividend payments and stock splits, and maintaining records of share ownership. They may also include providing information to shareholders about the company, its financial performance, and corporate governance issues. The purpose of share owner services is to ensure that shareholders have a reliable and efficient way to manage their investments in the company and to provide them with the information and support they need to make informed decisions about their holdings.",0,0,False,False,196,272,0.9392346448238671,0.13533834586466165,0.10808874436486489,f022d78aadca7c71859f5ac0face8af6733d02c0e59b3731b90b918cd9eaae83_LIME_Explainer_DetectorRadford,3fe9da95aee2d9fb76a7f18840ca38645ba725f62686e480aa63ac84bb11ee7c_LIME_Explainer_DetectorRadford
29,DetectorRadford,LIME_Explainer,"Credit unions are not-for-profit financial cooperatives that are owned and controlled by their members. In order to join a credit union, an individual must meet the credit union's membership requirements, which may include living or working in a certain area, being affiliated with a certain organization, or meeting other eligibility requirements. Credit unions are typically open to anyone who meets these requirements and is willing to become a member.However, it is worth noting that not all credit unions have the same membership requirements, and some credit unions may have more restrictive eligibility requirements than others. Some credit unions may be open only to members of a specific organization or group, such as a union or employer, while others may be open to anyone who lives or works in a particular region. It is important to check the specific membership requirements of a credit union before attempting to join.","Gordon Bell is a computer scientist and electrical engineer who has made significant contributions to the field of computer architecture and digital hardware design. He is best known for his work on the VAX computer system and for the development of the SPEC benchmarks, which are used to measure the performance of computer systems. Bell has also played a major role in the development of the field of high-performance computing, and has received numerous awards and honors for his work, including the IEEE Computer Society's Computer Pioneer Award and the ACM SIGARCH Maurice Wilkes Award. He is currently a researcher at Microsoft Research and a professor emeritus at Carnegie Mellon University.",0,0,False,False,161,204,0.8654329923962544,0.1,0.035942069096041446,51d1e47a3a3e56608b1fbc9a3f63dfd38a5d07ecd938376e90689070b826a166_LIME_Explainer_DetectorRadford,49afdd008b7667f8c575f34ad378723e39feb10666c2e923c3fe76e083704854_LIME_Explainer_DetectorRadford
30,DetectorRadford,SHAP_Explainer,"Predictive analytics encompasses a variety of statistical techniques from data mining, predictive modeling, and machine learning that analyze current and historical facts to make predictions about future or otherwise unknown events.
In business, predictive models exploit patterns found in historical and transactional data to identify risks and opportunities. Models capture relationships among many factors to allow assessment of risk or potential associated with a particular set of conditions, guiding decision-making for candidate transactions.
The defining functional effect of these technical approaches is that predictive analytics provides a predictive score (probability) for each individual (customer, employee, healthcare patient, product SKU, vehicle, component, machine, or other organizational unit) in order to determine, inform, or influence organizational processes that pertain across large numbers of individuals, such as in marketing, credit risk assessment, fraud detection, manufacturing, healthcare, and government operations including law enforcement.","Human intelligence is the intellectual capability of humans, which is marked by complex cognitive feats and high levels of motivation and self-awareness. High intelligence is associated with better outcomes in life.
Through intelligence, humans possess the cognitive abilities to learn, form concepts, understand, apply logic and reason, including the capacities to recognize patterns, plan, innovate, solve problems, make decisions, retain information, and use language to communicate. There are conflicting ideas about how intelligence is measured, ranging from the idea that intelligence is fixed upon birth, or that it is malleable and can change depending on an individual's mindset and efforts. Several subcategories of intelligence, such as emotional intelligence or social intelligence, are heavily debated as to whether they are traditional forms of intelligence. They are generally thought to be distinct processes that occur, though there is speculation that they tie into traditional intelligence more than previously suspected.",1,1,True,True,6,247,0.9554576980061745,0.10837438423645321,0.06509843577186564,42b84c175e792cbace8c18218652b0e5fc172d0722913d506f6ee3be1091a6f6_SHAP_Explainer_DetectorRadford,936af4095ba223d41fa40efae657dfe1169abfac77176d592e017e841f00de29_SHAP_Explainer_DetectorRadford
31,DetectorRadford,SHAP_Explainer,"As your is a very specific case, please get an advice of CA. It should not cost you much and make it easier. The sale of agriculture land is taxable in certain conditions and exempt from tax in other cases. Sale of agricultural land is subject to capital gains tax. But there are certain exemptions under Section 54B, subject to conditions, which are as follows:    If deemed taxable, you can avail indexation, ie the price at which you grandfather got [the date when he inherited it as per indexation] and pay 10% on the difference. If the price is not known, you can take the govt prescribed rate.   As there is a large deposit in your fathers account, there can be tax queries and need to be answered. Technically there is no tax liable even if your grandfather gifts the money to your father. More details at http://www.telegraphindia.com/1130401/jsp/business/story_16733007.jsp and http://www.incometaxindia.gov.in/publications/4_compute_your_capital_gains/chapter2.asp","Assuming you live in the US, it is quite normal when you are applying for a loan that the application will ask you to confirm your identity. One of these methods is to ask you which of the following addresses you have lived at, with some of them being very similar (i.e. same city, or maybe even the same street). Sometimes they will ask questions and your answer would be ""None of the above."" This is done to prevent fraudsters from applying for a loan under your identity. If you see no signs of unauthorized accounts or activities on your credit reports, and you initiated the car loan application, then you should be fine.",1,1,True,True,82,238,0.965907453019884,0.15432098765432098,0.1423502783969935,6b25114906789fc86fa719f0394277f9289f080cbbbc7ef1abbdd038f00db4b6_SHAP_Explainer_DetectorRadford,60b992dfcad293c2fbe76d7842a4e469ba041ced7c527062e4be34058e2d9d44_SHAP_Explainer_DetectorRadford
32,DetectorRadford,SHAP_Explainer,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American mathematician, computer scientist, logician, philosopher, professor and editor who made major contributions to mathematical logic and the foundations of theoretical computer science. He is best known for the lambda calculus, the Church–Turing thesis, proving the unsolvability of the Entscheidungsproblem, the Frege–Church ontology, and the Church–Rosser theorem. He also worked on philosophy of language (see e.g. Church 1970). Alongside his student Alan Turing, Church is considered one of the founders of computer science.","Sir Charles Antony Richard Hoare (Tony Hoare or C. A. R. Hoare) FRS FREng (born 11 January 1934) is a British computer scientist who has made foundational contributions to programming languages, algorithms, operating systems, formal verification, and concurrent computing. His work earned him the Turing Award, usually regarded as the highest distinction in computer science, in 1980.
Hoare developed the sorting algorithm quicksort in 1959–1960. He developed Hoare logic, an axiomatic basis for verifying program correctness. In the semantics of concurrency, he introduced the formal language communicating sequential processes (CSP) to specify the interactions of concurrent processes, and along with Edsger Dijkstra, formulated the dining philosophers problem.[10][11][12] He is also credited with development (and later criticism) of the null pointer, having introduced it in the ALGOL family of languages. Since 1977, he has held positions at the University of Oxford and Microsoft Research in Cambridge.",1,1,True,True,140,269,0.971316904524595,0.14556962025316456,0.16687650480081972,652189ac593cc7b3afcb7e0bd1c48f5b8209e21ca515947d7c216869dd2e9185_SHAP_Explainer_DetectorRadford,0d824782624b2690ac2bde813a1cf6a7df527e243a4875e309d56a6cb04116f6_SHAP_Explainer_DetectorRadford
33,DetectorRadford,SHAP_Explainer,"It is possible that your son is experiencing an allergic reaction to the capsicum and paneer. Allergic reactions can vary in severity and may involve symptoms such as throat pain, coughing, difficulty swallowing, and difficulty breathing. The symptoms may improve with treatment, but they may also recur if exposure to the allergen continues.

If your son is experiencing recurrent allergic reactions after eating capsicum and paneer, it is important to avoid these foods in the future to prevent further allergic reactions. You may also want to consider discussing your son's symptoms with an allergist or immunologist, who can perform allergy testing to determine which specific substances are causing the allergic reactions and help develop a plan to manage the allergies. In the meantime, it is important to follow your doctor's instructions for treating the allergic reactions and to seek medical attention if the symptoms worsen or do not improve.","There are many potential causes of fever, shivering, and body pain. Some common causes include:

Infections: Infections, such as the flu or pneumonia, can cause fever, shivering, and body aches.

Immunological disorders: Certain immune disorders, such as autoimmune diseases, can cause fever and body aches.

Inflammatory conditions: Inflammatory conditions, such as rheumatoid arthritis or lupus, can cause fever, body aches, and joint pain.

Cancer: In some cases, cancer can cause fever, shivering, and body pain.

It is important to see a doctor to determine the cause of your wife's symptoms and receive proper treatment. In the meantime, you can try to reduce the fever by giving her acetaminophen (Tylenol) or ibuprofen (Advil) and encouraging her to rest and drink plenty of fluids.",0,0,False,False,170,301,0.9192424598506673,0.16,0.0894710344591062,53bb29915fb86c3bd323ddf3342af288e3110b3d8c470c1eb5f42394840efd58_SHAP_Explainer_DetectorRadford,0e65e1bbbf8133d14e940529817a55398d439910f1376e70272bb3a6fca25e02_SHAP_Explainer_DetectorRadford
34,DetectorRadford,SHAP_Explainer,"Ex Machina is a 2014 science fiction film written and directed by Alex Garland in his directorial debut. There are four significant characters, played by Domhnall Gleeson, Alicia Vikander, Sonoya Mizuno, and Oscar Isaac. In the film, programmer Caleb Smith (Gleeson) is invited by his CEO (Isaac) to administer the Turing test to an intelligent humanoid robot (Vikander).
Made on a budget of $15 million, Ex Machina grossed $36 million worldwide. It received acclaim, with praise for its leading performances, the screenplay, the visual effects, and the editing. The film was nominated for two awards at the 88th Academy Awards, winning Best Visual Effects, and received numerous other accolades.","Yes, an individual share of stock has a unique identifier, which is known as a ticker symbol. A ticker symbol is a series of letters that represents a specific publicly traded company's stock. It is used to identify the company's stock on exchanges and other financial platforms. For example, the ticker symbol for Apple Inc. is ""AAPL,"" and the ticker symbol for Microsoft Corporation is ""MSFT."" When you purchase a share of stock, you will receive a certificate that lists the ticker symbol for the company, along with other information about the stock, such as the number of shares you own and the price at which you purchased the shares.",0,0,True,False,131,138,0.8203645272224697,0.1048951048951049,0.05150963373078507,9c2819093af7132a0a8561724a8df7917529cfc64b2f8c662f6ba7fbdba167f6_SHAP_Explainer_DetectorRadford,e755f987a374165af6f73c08941038e34ee0062bf016af95765ec779f8e910b7_SHAP_Explainer_DetectorRadford
